Year,Make,Model,Trim,Drivetrain,Segment,Certified,Certified Program,Stock Number,VIN,Risk Light,Photo Count,Key Photo,DMS Status,Key Information,Lot Location,Age,Leads (last 7 days),Leads (Daily Avg Last 7 Days),Leads (Since Last Reprice),Leads (All),Mileage,Objective,Color,Price,Last Reprice,MSRP,Unit Cost,Est. Profit,ACV Wholesale,ACV MAX Retail,% to Market,Cost to Market,Market Rank (Matching),Market Listings (Matching),Market Rank (Overall),Market Listings (Overall),MDS (Overall),MDS (Matching),Proof point: Market,Proof point: MSRP,Syndication,CarGurus CTR,CarGurus SRP Views,CarGurus VDP Views,Book value: MMR,MMR - Cost,Book value: J.D. Power,Water,Proof point: J.D. Power,Proof point: KBB
2023,BMW,iX,M60,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),BN28906,WB533CF06PCM62709,Green,20,https://cdn.max.auto/102612/WB533CF06PCM62709/68dbe63ec34e376627392043.jpg,S,BMW CPO,"",18,1,0.1,1,1,"10,742",Retail,Black,"$59,498.00",2025-09-30T06:37:00.000Z,"","$54,385.47","$5,112.53","$46,400.00","$61,450.00",104%,95%,8,8,35,36,29,27,"$2,493.00 above","",Off,0.0%,0,0,"$53,400.00",-$985.47,"$52,575.00","-$1,810.47",$573.00 above,"$9,134.00 above"
2023,BMW,5 Series,M550i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),B35345A,WBA13BK02PCM18103,Green,20,https://cdn.max.auto/102612/WBA13BK02PCM18103/68deac65c34e376627922a58.jpg,S,Oil Change|BMW CPO,"",18,0,0,1,1,"45,598",Sold,Black,"$61,498.00",2025-10-02T13:09:00.000Z,"","$55,247.12","$6,250.88","$49,675.00","$56,800.00",103%,93%,8,14,221,252,62,140,"$1,782.00 above","",Off,0.0%,0,0,"$54,300.00",-$947.12,"$51,400.00","-$3,847.12","$1,027.00 below","$7,994.00 above"
2022,Toyota,RAV4,XLE,AWD,SUV,No,"",B35408B,2T3P1RFV4NW322534,Green,20,https://cdn.max.auto/102612/2T3P1RFV4NW322534/68e047d8c34e37662780e925.jpg,S,Oil Change,"",19,0,0,0,0,"18,276",Retail,Gray,"$31,498.00",2025-10-07T10:17:00.000Z,"","$27,677.45","$3,820.55","$27,900.00","$30,175.00",102%,89%,10,15,207,271,38,40,$546.00 above,"",Off,0.0%,0,0,"$27,600.00",-$77.45,"$28,475.00",$797.55,"$1,927.00 below",$418.00 above
2021,BMW,X1,xDrive28i,AWD,SUV,No,"",B35634A,WBXJG9C06M5S47440,Green,20,https://cdn.max.auto/102612/WBXJG9C06M5S47440/68dd495bc34e376627a6644b.jpg,S,Oil Change,"",16,0,0,0,1,"34,700",Retail,Black,"$24,998.00",2025-10-01T12:30:00.000Z,"","$22,390.44","$2,607.56","$22,100.00","$25,675.00",101%,90%,12,20,24,34,54,47,$236.00 above,"",On,0.0%,0,0,"$22,100.00",-$290.44,"$24,325.00","$1,934.56","$3,302.00 below",$552.00 below
2015,Jeep,Grand Cherokee,Overland,4WD,SUV,No,"",L33811C,1C4RJFCG2FC104626,Red,0,"",S,,"",19,0,0,0,0,"188,404",Wholesale,Black,$0.00,"","","$4,700.00","","$4,075.00","$8,000.00","","",0,14,0,122,44,50,"","",On,0.0%,0,0,"$4,325.00",-$375.00,"$5,745.00","$1,045.00","",""
2025,BMW,3 Series,330i xDrive,AWD,Sedan,No,"",B35700,3MW89CW01S8F83167,Green,13,https://cdn.max.auto/102612/3MW89CW01S8F83167/68dd654cc34e3766270717ea.jpg,S,,"",15,0,0,0,0,10,Retail,White,"$55,045.00","","$55,045.00","$52,172.00","$2,873.00","","",107%,101%,71,73,88,94,35,54,"$3,510.00 above",$0.00 below,On,2.3%,"2,446",56,"","","","","",""
2026,BMW,X5,xDrive50e,AWD,SUV,No,"",B35709,5UX43EU04T9212429,Green,9,https://cdn.max.auto/102612/5UX43EU04T9212429/68dec96cc34e376627ece3a4.jpg,S,,"",15,0,0,0,0,3,Retail,Gray,"$88,525.00","","$88,525.00","$83,450.70","$5,074.30","","",106%,100%,34,36,317,346,53,50,"$5,286.00 above",$0.00 below,On,14.4%,97,14,"","","","","",""
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35688,5UX53GP00T9207059,Green,9,https://cdn.max.auto/102612/5UX53GP00T9207059/68e4005dc34e376627f6525c.jpg,S,,"",15,0,0,0,0,2,Retail,Blue,"$62,290.00","","$62,290.00","$58,902.00","$3,388.00","","",108%,102%,336,351,427,481,177,253,"$4,680.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35704,5UX53GP00T9207434,Green,9,https://cdn.max.auto/102612/5UX53GP00T9207434/68e00c0fc34e376627a8ba42.jpg,S,,"",15,0,0,0,0,2,Retail,Black,"$61,590.00","","$61,590.00","$58,252.00","$3,338.00","","",107%,101%,325,351,413,481,177,253,"$3,980.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35708,5UX53GP03T9207654,Green,13,https://cdn.max.auto/102612/5UX53GP03T9207654/68dc3ea0c34e376627a91f63.jpg,S,,"",15,0,0,0,0,3,Retail,Blue,"$55,290.00","","$55,290.00","$52,392.00","$2,898.00","","",96%,91%,85,351,108,481,177,253,"$2,320.00 below",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35712,5UX53GP09T9209912,Green,13,https://cdn.max.auto/102612/5UX53GP09T9209912/68dd654dc34e376627072114.jpg,S,,"",15,0,0,0,0,7,Retail,Gray,"$58,240.00","","$58,240.00","$55,137.00","$3,103.00","","",101%,96%,223,351,287,481,177,253,$630.00 above,$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X3,M50 xDrive,AWD,SUV,No,"",B35713,5UX73GP06T9207379,Green,13,https://cdn.max.auto/102612/5UX73GP06T9207379/68dd4940c34e376627a61a64.jpg,S,,"",15,0,0,0,0,3,Retail,White,"$74,240.00","","$74,240.00","$70,022.00","$4,218.00","","",101%,95%,22,27,474,481,177,78,$840.00 above,$0.00 below,On,3.7%,187,7,"","","","","",""
2026,BMW,X1,xDrive28i,AWD,SUV,No,"",B35722,WBX73EF08T5433425,Green,13,https://cdn.max.auto/102612/WBX73EF08T5433425/68dd656ac34e3766270775f0.jpg,S,,"",15,1,0.1,0,1,6,Retail,White,"$46,705.00","","$46,705.00","$44,412.00","$2,293.00","","",95%,91%,6,123,7,174,193,284,"$2,293.00 below",$0.00 below,On,7.4%,135,10,"","","","","",""
2019,BMW,5 Series,540i xDrive,AWD,Sedan,No,"",B35710A,WBAJE7C53KWW13863,Yellow,21,https://cdn.max.auto/102612/WBAJE7C53KWW13863/68e1565ac34e3766274ee347.jpg,S,Oil Change,"",16,1,0.1,4,5,"64,483",Retail,Gray,"$29,498.00",2025-10-03T11:17:00.000Z,"","$28,860.53",$637.47,"$21,650.00","$27,150.00",102%,100%,7,11,426,487,39,24,$601.00 above,"",On,17.4%,"1,224",213,"$25,800.00","-$3,060.53","$27,550.00","-$1,310.53","$5,277.00 below","$2,107.00 above"
2024,BMW,5 Series,530i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34342A,WBA53FJ07RCS29167,Green,20,https://cdn.max.auto/102612/WBA53FJ07RCS29167/68deac47c34e37662791de42.jpg,S,Oil Change|BMW CPO,"",15,1,0.1,1,1,"14,171",Retail,Gray,"$48,998.00",2025-10-02T13:14:00.000Z,"","$46,788.71","$2,209.29","$41,475.00","$50,100.00",102%,97%,44,86,55,126,59,56,$874.00 above,"",On,3.6%,28,1,"$41,000.00","-$5,788.71","$44,425.00","-$2,363.71","$2,402.00 below","$3,323.00 above"
2021,BMW,X7,M50i,AWD,SUV,No,"",B35554B,5UXCX6C06M9G28185,Green,20,https://cdn.max.auto/102612/5UXCX6C06M9G28185/68dee83dc34e376627541c48.jpg,S,Oil Change,"",15,0,0,0,0,"69,762",Wholesale,Black,$0.00,2025-10-06T09:50:00.000Z,"","$39,423.74","","$36,325.00","$43,825.00","","","","","","","","","","",Off,0.0%,0,0,"$37,700.00","-$1,723.74","$50,100.00","$10,676.26","",""
2007,BMW,3 Series,328i,RWD,Sedan,No,"",B35508A,WBAVA33597KX82578,Red,0,"",S,,"",15,0,0,0,0,"149,781",Wholesale,"",$0.00,"","","$2,200.00","","$1,525.00","$6,550.00","","",0,9,0,32,70,68,"","",On,0.0%,0,0,"$1,550.00",-$650.00,"$2,588.00",$388.00,"",""
2016,Volkswagen,Jetta,1.8T Sport,FWD,Sedan,No,"",BN28864A,3VWB17AJ4GM412917,Red,0,"",S,,"",15,0,0,0,0,"163,441",Wholesale,Black,$0.00,"","","$3,200.00","","$2,725.00","$6,450.00","","","","","","","","","","",On,0.0%,0,0,"$3,150.00",-$50.00,"$3,300.00",$100.00,"",""
2016,Mazda,CX-9,Grand Touring,AWD,SUV,No,"",B35681A,JM3TCBDY2G0104068,Red,20,https://cdn.max.auto/102612/JM3TCBDY2G0104068/68e53d3eae6c705a3d9b25cc.jpg,S,Oil Change,"",15,0,0,0,0,"73,407",Wholesale,Gray,$0.00,2025-10-10T10:03:00.000Z,"","$11,058.50","","$12,475.00","$16,525.00","","",0,10,0,117,39,29,"","",Off,0.0%,0,0,"$12,850.00","$1,791.50","$12,375.00","$1,316.50","",""
2016,Cadillac,XTS,Premium Collection,AWD,Sedan,No,"",BN28894A,2G61R5S36G9170817,Red,0,"",S,,"",15,0,0,0,0,"84,380",Wholesale,Silver,$0.00,"","","$13,700.00","","$11,100.00","$17,350.00","","",0,5,0,32,72,112,"","",Off,0.0%,0,0,"$11,950.00","-$1,750.00","$13,825.00",$125.00,"",""
2024,BMW,2 Series,228i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34072,WBA73AK03R7R31649,Red,20,https://cdn.max.auto/102612/WBA73AK03R7R31649/68e00c0fc34e376627a8c8da.jpg,S,Oil Change|BMW CPO,"",15,0,0,0,1,"4,816",Retail,White,"$40,098.00",2025-10-13T07:10:00.000Z,"","$37,095.34","$3,002.66","$28,075.00","$35,025.00",102%,94%,8,11,125,214,61,38,$776.00 above,"",On,0.8%,"7,672",62,"$32,300.00","-$4,795.34","$30,500.00","-$6,595.34","$2,973.00 above","$3,238.00 above"
2024,BMW,2 Series,228i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34231,WBA73AK07R7R15227,Red,20,https://cdn.max.auto/102612/WBA73AK07R7R15227/68df0493c34e376627bf6fb1.jpg,S,Oil Change|BMW CPO,"",15,0,0,0,0,"6,182",Retail,Blue,"$42,698.00",2025-10-06T07:14:00.000Z,"","$40,947.38","$1,750.62","$27,850.00","$34,625.00","","","","","","","","","","",On,0.7%,"3,902",27,"$34,600.00","-$6,347.38","$32,750.00","-$8,197.38","$3,023.00 above","$6,042.00 above"
2024,BMW,2 Series,228i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34175,WBA73AK05R7R67892,Red,20,https://cdn.max.auto/102612/WBA73AK05R7R67892/68ddc0acc34e37662762a1e1.jpg,S,Oil Change|BMW CPO,"",15,0,0,0,0,"6,227",Retail,White,"$42,698.00",2025-10-06T07:12:00.000Z,"","$37,337.95","$5,360.05","$27,825.00","$34,625.00","","","","","","","","","","",On,1.1%,"15,415",162,"$35,300.00","-$2,037.95","$32,750.00","-$4,587.95","$3,023.00 above","$6,042.00 above"
2024,BMW,2 Series,228i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34293,WBA73AK0XR7R84042,Red,20,https://cdn.max.auto/102612/WBA73AK0XR7R84042/68e136d3c34e376627f8c4a9.jpg,S,Oil Change|BMW CPO,"",15,0,0,0,0,"4,917",Retail,Gray,"$40,498.00",2025-10-01T12:09:00.000Z,"","$37,095.34","$3,402.66","$28,025.00","$34,975.00",103%,94%,8,11,129,214,61,38,"$1,176.00 above","",On,0.0%,0,0,"$32,100.00","-$4,995.34","$30,500.00","-$6,595.34","$3,373.00 above","$3,638.00 above"
2024,BMW,3 Series,M340i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),B35575A,3MW49FF04R8E21138,Green,20,https://cdn.max.auto/102612/3MW49FF04R8E21138/68e691b3ae6c705a3d4ca25b.jpg,S,Oil Change|BMW CPO,"",14,0,0,0,0,"30,068",Retail,Gray,"$59,998.00",2025-10-08T08:59:00.000Z,"","$55,928.35","$4,069.65","$49,225.00","$55,625.00",101%,94%,6,6,700,717,42,77,$568.00 above,"",On,0.0%,0,0,"$52,900.00","-$3,028.35","$51,600.00","-$4,328.35",$823.00 above,"$2,035.00 above"
2024,Hyundai,Palisade,Calligraphy Night Edition,AWD,SUV,No,"",B34669B,KM8R7DGE6RU707861,Yellow,20,https://cdn.max.auto/102612/KM8R7DGE6RU707861/68e24d06c34e37662709e40a.jpg,S,,"",14,0,0,0,0,"25,965",Retail,Black,$0.00,"","","$37,843.00","","$38,475.00","$40,900.00","","",0,80,0,299,62,77,"","",Off,0.0%,0,0,"$36,900.00",-$943.00,"$41,375.00","$3,532.00","",""
2014,Honda,Accord,EX-L,FWD,Sedan,No,"",B35611A,1HGCR3F89EA023295,Red,20,https://cdn.max.auto/102612/1HGCR3F89EA023295/68e949dcae6c705a3da937a4.jpg,S,Oil Change,"",15,0,0,0,0,"70,709",Retail,Red,"$16,598.00",2025-10-06T07:11:00.000Z,"","$11,700.00","$4,898.00","$12,250.00","$15,900.00",103%,72%,18,30,876,947,39,34,$408.00 above,"",On,13.2%,842,111,"$11,800.00",$100.00,"$12,863.00","$1,163.00",$990.00 below,"$3,456.00 above"
2026,BMW,X1,xDrive28i,AWD,SUV,No,"",B35685,WBX73EF02T5431928,Green,0,"",S,,"",15,0,0,0,1,2,Retail,Black,"$48,205.00","","$48,205.00","$45,807.00","$2,398.00","","",98%,93%,50,123,60,174,193,284,$793.00 below,$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35692,5UX53GP0XT9207280,Green,13,https://cdn.max.auto/102612/5UX53GP0XT9207280/68e00c0fc34e376627a8c746.jpg,S,,"",15,0,0,0,0,4,Retail,Blue,"$57,340.00","","$57,340.00","$54,302.00","$3,038.00","","",100%,94%,175,351,222,481,177,253,$270.00 below,$0.00 below,On,0.0%,0,0,"","","","","",""
2020,Cadillac,Escalade,Luxury,4WD,SUV,No,"",B35714A,1GYS4BKJ3LR264161,Red,19,https://cdn.max.auto/102612/1GYS4BKJ3LR264161/68efbaabfdf96be42717db7c.jpg,S,,"",14,0,0,0,0,"100,985",Wholesale,Red,$0.00,"","","$28,200.00","","$25,975.00","$31,950.00","","",0,10,0,25,39,75,"","",On,0.0%,0,0,"$27,400.00",-$800.00,"$36,925.00","$8,725.00","",""
2023,BMW,X5,xDrive40i,AWD,SUV,No,"",B35457A,5UXCR6C08P9R74363,Green,20,https://cdn.max.auto/102612/5UXCR6C08P9R74363/68e40064c34e376627f672be.jpg,S,,"",14,0,0,0,3,"34,162",Retail,Black,"$49,998.00",2025-10-08T10:48:00.000Z,"","$46,781.81","$3,216.19","$40,900.00","$50,625.00",102%,96%,9,13,34,77,71,98,"$1,160.00 above","",On,0.0%,0,0,"$40,400.00","-$6,381.81","$43,650.00","-$3,131.81",$102.00 below,"$4,803.00 above"
2017,Audi,A8 L,Sport,AWD,Sedan,No,"",BL34644A,WAU43AFD2HN005284,Red,0,"",S,,"",15,0,0,0,0,"97,730",Wholesale,"",$0.00,"","","$14,700.00","","$15,200.00","$20,350.00","","","","","","","","","","",Off,0.0%,0,0,"$14,500.00",-$200.00,"$18,725.00","$4,025.00","",""
2017,Ford,Explorer,Sport,4WD,SUV,No,"",B35483A,1FM5K8GT8HGB11988,Red,20,https://cdn.max.auto/102612/1FM5K8GT8HGB11988/68e53d3eae6c705a3d9b27e4.jpg,S,Oil Change,"",14,2,0.3,0,2,"49,719",Wholesale,Gray,$0.00,2025-10-10T06:01:00.000Z,"","$17,058.50","","$16,450.00","$20,100.00","","",0,13,0,1792,35,25,"","",Off,16.4%,244,40,"$16,050.00","-$1,008.50","$17,825.00",$766.50,"",""
2019,BMW,X6,xDrive35i,AWD,SUV,No,"",B35702A,5UXKU2C51K0Z64236,Yellow,20,https://cdn.max.auto/102612/5UXKU2C51K0Z64236/68e6cd97ae6c705a3d15d327.jpg,S,,"",14,0,0,0,2,"85,664",Retail,Gray,"$27,998.00",2025-10-09T09:31:00.000Z,"","$21,700.00","$6,298.00","$21,400.00","$26,200.00",104%,80%,14,16,16,27,52,72,$958.00 above,"",Off,0.0%,0,0,"$23,900.00","$2,200.00","$25,825.00","$4,125.00",$252.00 below,"$2,747.00 above"
2020,BMW,X3,xDrive30i,AWD,SUV,No,"",B35530A,5UXTY5C01L9C42070,Green,20,https://cdn.max.auto/102612/5UXTY5C01L9C42070/68e3e42bc34e376627a26427.jpg,S,Oil Change,"",14,0,0,0,0,"29,310",Retail,White,"$28,998.00",2025-10-03T10:49:00.000Z,"","$26,582.37","$2,415.63","$23,300.00","$27,825.00",99%,91%,4,9,95,106,39,20,$277.00 below,"",On,6.5%,46,3,"$23,400.00","-$3,182.37","$26,575.00",-$7.37,$698.00 above,"$2,963.00 above"
2023,BMW,X1,xDrive28i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),B35411A,WBX73EF04P5Y05736,Green,20,https://cdn.max.auto/102612/WBX73EF04P5Y05736/68e40061c34e376627f65b5d.jpg,S,Oil Change|BMW CPO,"",14,0,0,0,0,"15,555",Retail,Black,"$35,998.00",2025-10-07T12:57:00.000Z,"","$30,546.00","$5,452.00","$29,475.00","$34,850.00",103%,87%,14,15,33,42,54,36,"$1,058.00 above","",On,0.0%,0,0,"$30,500.00",-$46.00,"$32,150.00","$1,604.00","$3,377.00 below","$3,354.00 above"
2026,BMW,X3,M50 xDrive,AWD,SUV,No,"",B35730,5UX73GP09T9214620,Green,13,https://cdn.max.auto/102612/5UX73GP09T9214620/68e54ac0ae6c705a3dce381d.jpg,S,,"",14,0,0,0,0,3,Retail,Gray,"$74,640.00","","$74,640.00","$70,392.00","$4,248.00","","",102%,96%,23,27,476,481,177,78,"$1,240.00 above",$0.00 below,On,40.0%,60,24,"","","","","",""
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35731,5UX23EU07T9217406,Green,13,https://cdn.max.auto/102612/5UX23EU07T9217406/68e04813c34e376627820397.jpg,S,,"",15,0,0,0,3,6,Retail,Gray,"$82,675.00","","$82,675.00","$77,862.00","$4,813.00","","",105%,99%,148,172,246,346,53,62,"$3,919.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35728,5UX53GP07T9207446,Green,13,https://cdn.max.auto/102612/5UX53GP07T9207446/68e00c10c34e376627a8d691.jpg,S,,"",15,0,0,0,0,6,Retail,White,"$60,340.00","","$60,340.00","$57,092.00","$3,248.00","","",105%,99%,294,351,378,481,177,253,"$2,730.00 above",$0.00 below,On,20.0%,20,4,"","","","","",""
2026,BMW,X3,M50 xDrive,AWD,SUV,No,"",B35729,5UX73GP0XT9214898,Green,13,https://cdn.max.auto/102612/5UX73GP0XT9214898/68e00c10c34e376627a8decd.jpg,S,,"",14,0,0,0,0,4,Retail,Blue,"$77,240.00","","$77,240.00","$72,812.00","$4,428.00","","",105%,99%,27,27,481,481,177,78,"$3,840.00 above",$0.00 below,On,8.4%,762,64,"","","","","",""
2026,BMW,5 Series,530i xDrive,AWD,Sedan,No,"",B35724,WBA53FJ04TCW22499,Green,13,https://cdn.max.auto/102612/WBA53FJ04TCW22499/68de58cfc34e376627bf2f66.jpg,S,,"",14,0,0,0,2,9,Retail,White,"$70,660.00","","$70,660.00","$66,687.00","$3,973.00","","",107%,101%,20,21,47,73,60,65,"$4,351.00 above",$0.00 below,On,2.0%,100,2,"","","","","",""
2026,BMW,X5,xDrive50e,AWD,SUV,No,"",B35691,5UX43EU0XT9207705,Green,13,https://cdn.max.auto/102612/5UX43EU0XT9207705/68e047d9c34e37662780eda5.jpg,S,,"",15,0,0,0,0,7,Retail,Black,"$92,775.00","","$92,775.00","$87,257.00","$5,518.00","","",111%,105%,36,36,324,346,53,50,"$9,536.00 above",$0.00 below,On,5.7%,246,14,"","","","","",""
2026,BMW,M5, ,AWD,Sedan,No,"",B35732,WBS83FK00TCW25990,Green,10,https://cdn.max.auto/102612/WBS83FK00TCW25990/68dec969c34e376627ecdc7e.jpg,S,,"",15,0,0,0,1,11,Retail,Non-Color,"$138,450.00","","$138,450.00","$129,910.70","$8,539.30","","",104%,98%,6,7,6,7,63,63,"$5,857.00 above",$0.00 below,On,5.0%,"9,160",462,"","","","","",""
2026,BMW,M5, ,AWD,Sedan,No,"",B35726,WBS83FK06TCW26030,Green,13,https://cdn.max.auto/102612/WBS83FK06TCW26030/68de58cfc34e376627bf2e8b.jpg,S,,"",14,2,0.3,0,2,12,Retail,Non-Color,"$135,350.00","","$135,350.00","$127,030.70","$8,319.30","","",102%,96%,6,7,6,7,63,63,"$2,757.00 above",$0.00 below,On,8.7%,"8,964",777,"","","","","",""
2026,BMW,X6 M,Competition,AWD,SUV,No,"",B35719,5YM23ET06T9166426,Yellow,13,https://cdn.max.auto/102612/5YM23ET06T9166426/68e02bdfc34e37662710d076.jpg,S,,"",14,1,0.1,0,2,51,Retail,"","$153,000.00","","$153,000.00","$143,305.70","$9,694.30","","",105%,99%,15,15,15,15,64,64,"$7,735.00 above",$0.00 below,On,14.7%,"8,080","1,189","","","","","",""
2026,BMW,X3,M50 xDrive,AWD,SUV,No,"",B35717,5UX73GP08T9214351,Green,9,https://cdn.max.auto/102612/5UX73GP08T9214351/68e54ac0ae6c705a3dce3aac.jpg,S,,"",14,0,0,0,0,4,Retail,Gray,"$74,640.00","","$74,640.00","$70,392.00","$4,248.00","","",102%,96%,23,27,476,481,177,78,"$1,240.00 above",$0.00 below,On,6.7%,45,3,"","","","","",""
2026,BMW,X2,xDrive28i,AWD,SUV,No,"",B35723,WBX63GM01T5428464,Green,13,https://cdn.max.auto/102612/WBX63GM01T5428464/68de58cec34e376627bf2b39.jpg,S,,"",14,0,0,0,0,16,Retail,Gray,"$54,870.00","","$54,870.00","$52,012.00","$2,858.00","","",109%,104%,11,11,13,14,63,83,"$4,640.00 above",$0.00 below,On,11.7%,539,63,"","","","","",""
2012,Audi,Q5,2.0T Premium Plus,AWD,SUV,No,"",B35653A,WA1LFAFP5CA089367,Red,0,"",S,,"",13,0,0,0,0,"79,837",Wholesale,"",$0.00,"","","$6,700.00","","$6,125.00","$10,450.00","","",0,11,0,22,68,76,"","",On,0.0%,0,0,"$4,600.00","-$2,100.00","$4,800.00","-$1,900.00","",""
2025,BMW,7 Series,760i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BN28908XX,WBA33EJ02SCU74031,Red,20,https://cdn.max.auto/102612/WBA33EJ02SCU74031/68e949e0ae6c705a3da975de.jpg,S,Oil Change|BMW CPO,"",12,0,0,0,0,"1,120",Retail,Black,"$109,998.00",2025-10-08T13:02:00.000Z,"","$100,606.99","$9,391.01","$98,900.00","",92%,84%,4,14,62,200,40,105,"$9,071.00 below","",On,3.3%,"1,161",38,"$103,000.00","$2,393.01","","","$1,852.00 below",""
2018,Land Rover,Range Rover Sport,HSE,4WD,SUV,No,"",B35036A,SALWR2RKXJA699187,Red,0,"",S,,"",12,0,0,0,0,"97,730",Wholesale,"",$0.00,"","","$18,700.00","","$17,175.00","$22,800.00","","",0,13,0,29,47,59,"","",On,0.0%,0,0,"$15,650.00","-$3,050.00","$20,025.00","$1,325.00","",""
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35738,5UX23EU05T9218294,Green,13,https://cdn.max.auto/102612/5UX23EU05T9218294/68e54ac0ae6c705a3dce3d52.jpg,S,,"",9,0,0,0,0,4,Retail,Blue,"$78,275.00","","$78,275.00","$73,767.00","$4,508.00","","",99%,94%,83,172,119,346,53,62,$481.00 below,$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35739,5UX23EU05T9220630,Green,12,https://cdn.max.auto/102612/5UX23EU05T9220630/68e691b3ae6c705a3d4ca512.jpg,S,,"",9,0,0,0,0,3,Retail,White,"$76,325.00","","$76,325.00","$71,952.00","$4,373.00","","",97%,91%,44,172,59,346,53,62,"$2,431.00 below",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35740,5UX23EU0XT9220042,Green,11,https://cdn.max.auto/102612/5UX23EU0XT9220042/68e7d191ae6c705a3d99abc9.jpg,S,,"",9,1,0.1,0,1,3,Retail,White,"$76,325.00","","$76,325.00","$71,952.00","$4,373.00","","",97%,91%,44,172,59,346,53,62,"$2,431.00 below",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X5,xDrive50e,AWD,SUV,No,"",B35715,5UX43EU05T9211077,Green,11,https://cdn.max.auto/102612/5UX43EU05T9211077/68e7d191ae6c705a3d99ae96.jpg,S,,"",9,0,0,0,1,17,Retail,Gray,"$88,175.00","","$88,175.00","$82,977.00","$5,198.00","","",106%,100%,33,36,314,346,53,50,"$4,936.00 above",$0.00 below,On,9.8%,429,42,"","","","","",""
2017,BMW,2 Series,230i,RWD,Convertible,No,"",B35511B,WBA2K9C3XHV950570,Red,20,https://cdn.max.auto/102612/WBA2K9C3XHV950570/68e6cd97ae6c705a3d15d739.jpg,S,,"",11,0,0,0,0,"59,048",Wholesale,"",$0.00,"","","$14,158.50","","$14,075.00","$18,825.00","","","","","","","","","","",Off,0.0%,0,0,"$13,550.00",-$608.50,"$16,225.00","$2,066.50","",""
2022,Toyota,Highlander,XLE,AWD,SUV,No,"",B35718A,5TDGZRBH6NS193299,Yellow,20,https://cdn.max.auto/102612/5TDGZRBH6NS193299/68e691c7ae6c705a3d4ce10b.jpg,S,Oil Change,"",11,0,0,0,0,"24,149",Retail,White,"$38,298.00",2025-10-10T06:20:00.000Z,"","$38,573.77",-$275.77,"$34,725.00","$37,525.00",102%,103%,9,9,136,165,37,22,$839.00 above,"",On,3.6%,28,1,"$35,300.00","-$3,273.77","$36,425.00","-$2,148.77",$927.00 below,$595.00 above
2023,BMW,X3,M40i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),B35659A,5UX83DP07P9S73741,Green,20,https://cdn.max.auto/102612/5UX83DP07P9S73741/68e566fbae6c705a3d430d8e.jpg,S,Oil Change|BMW CPO,"",11,1,0.1,1,1,"22,596",Retail,Black,"$53,498.00",2025-10-08T09:06:00.000Z,"","$50,871.49","$2,626.51","$46,300.00","$52,550.00",103%,98%,15,24,566,581,60,34,"$1,398.00 above","",Off,0.0%,0,0,"$45,100.00","-$5,771.49","$47,725.00","-$3,146.49","$1,202.00 below","$2,892.00 above"
2025,BMW,i4,xDrive40,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34609,WBY43HD09SFU34224,Green,20,https://cdn.max.auto/102612/WBY43HD09SFU34224/68e691b3ae6c705a3d4ca5e5.jpg,S,BMW CPO,"",9,1,0.1,2,2,"4,236",Retail,Gray,"$58,998.00",2025-10-06T06:59:00.000Z,"","$49,700.00","$9,298.00","$37,475.00","$58,900.00",98%,83%,18,42,24,173,36,60,"$1,189.00 below","",On,4.0%,"1,174",47,"$44,600.00","-$5,100.00","","",$748.00 above,""
